complex_name,compound_group,smiles,experimental_pKD,covalent,fragment_screen,pb_valid_prepared,pb_valid_ref,suspected_artefact,sucos_shape,pocket_qcov,sucos_shape_pocket_qcov
A71EV2A-x4402a,x4402a,Cc1cccc(N2CCCN(CCC(N)=O)C2=O)c1,4.9115,False,False,True,True,False,44.6848,96,42.8974
A71EV2A-x4403a,x4403a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CS(N)(=O)=O)C1,4.1354,False,False,True,True,False,34.5728,90,31.1155
A71EV2A-x4406a,x4406a,COc1ccccc1[C@H](O)CN1C[C@@H](C(N)=O)CCC1=O,5.2121,False,False,True,True,False,43.393,88.4615,38.3862
A71EV2A-x4409a,x4409a,NC(=O)[C@H]1CCC(=O)N(C[C@H]2CCOc3ccccc32)C1,4.6204,False,False,True,True,False,53.1766,88.4615,47.0409
A71EV2A-x4415a,x4415a,COc1ccc(C#N)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,45.6532,79.1667,36.1421
A71EV2A-x4416a,x4416a,NC(=O)[C@H]1CCCN(C(=O)[C@]2(Cc3ccc(F)cc3)CCCCO2)C1,4.6091,False,False,True,True,False,39.7819,96.1538,38.2518
A71EV2A-x4418a,x4418a,COc1ncccc1NC(=O)N1CC[C@H](C(N)=O)C1,4.618,False,False,True,True,False,44.1536,92,40.6213
A71EV2A-x4420a,x4420a,NC(=O)[C@H]1CCC(=O)N(Cc2cc(Cl)c3c[nH]nc3c2)C1,,False,False,True,True,False,43.551,92,40.0669
A71EV2A-x4421a,x4421a,COc1ccncc1CC(=O)N1CC[C@H](C(N)=O)C1,,False,False,True,True,False,45.3787,92.3077,41.888
A71EV2A-x4423a,x4423a,COc1ccncc1CC(=O)N1CCC[C@H](CCO)C1,,False,False,True,True,False,42.1718,85.7143,36.1472
A71EV2A-x4426a,x4426a,C#C[C@H](NCCc1cocn1)c1nn(C)c2ccccc12,4.7168,False,False,True,True,False,47.4132,92.5926,43.9011
A71EV2A-x4429a,x4429a,COc1ccc(C(F)(F)F)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.0692,False,False,True,True,False,38.8515,91.6667,35.6139
A71EV2A-x4431a,x4431a,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,6.5048,False,False,True,True,False,43.9071,92,40.3946
A71EV2A-x4445a,x4445a_x4445b,COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1,5.4159,False,False,True,True,False,40.1462,90,36.1316
A71EV2A-x4445b,x4445a_x4445b,COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1,5.4159,False,False,True,True,False,39.5511,94.7368,37.4695
A71EV2A-x4447a,x4447a_x4447b,Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,5.3986,False,False,True,True,False,49.6763,78.2609,38.8771
A71EV2A-x4447b,x4447a_x4447b,Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,5.3986,False,False,True,True,False,49.0049,78.2609,38.3517
A71EV2A-x4449a,x4449a_x4449b,COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,5.2384,False,False,True,True,False,41.0073,91.6667,37.59
A71EV2A-x4449b,x4449a_x4449b,COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,5.2384,False,False,True,True,False,40.6673,95.4545,38.8188
A71EV2A-x4451a,x4451a_x4451b,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1,4.8697,False,False,True,True,False,42.1305,95.6522,40.2987
A71EV2A-x4451b,x4451a_x4451b,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1,4.8697,False,False,True,True,False,45.6286,90.4762,41.283
A71EV2A-x4456a,x4456a_x4456b,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCc3cccc(O)c32)C1,5.1483,False,False,True,True,False,44.2383,91.3043,40.3915
A71EV2A-x4456b,x4456a_x4456b,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCc3cccc(O)c32)C1,5.1483,False,False,True,True,False,44.5346,95.4545,42.5103
A71EV2A-x4461a,x4461a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccncc2Cl)C1,5.1852,False,False,True,True,False,46.9972,95.2381,44.7592
A71EV2A-x4463a,x4463a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3nsnc23)C1,4.4924,False,False,True,True,False,41.9725,95.8333,40.2237
A71EV2A-x4464a,x4464a,Cc1ncnc(C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,3.6541,False,False,True,True,False,43.421,95.2381,41.3534
A71EV2A-x4467a,x4467a,NC(=O)[C@H]1CCCN(C(=O)C2(n3cccn3)CCCC2)C1,,False,False,True,True,False,39.4808,90.4762,35.7208
A71EV2A-x4472a,x4472a,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3snnc32)C1,4.6676,False,False,True,True,False,42.3231,90.4762,38.2924
A71EV2A-x4476a,x4476a,COc1ccccc1CC(=O)N1C[C@]2(C(N)=O)CC[C@H]1C2,4.6217,False,False,True,True,False,39.5418,88.4615,34.9793
A71EV2A-x4489a,x3963a_x3963b_x4489a_x4489b,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2N)C1,,False,False,True,True,False,43.6168,91.6667,39.9821
A71EV2A-x4489b,x3963a_x3963b_x4489a_x4489b,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2N)C1,,False,False,True,True,False,43.206,95.6522,41.3274
A71EV2A-x4490a,x4490a_x4546a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3cc[nH]c23)C1,,False,False,True,True,False,47.1219,95.4545,44.98
A71EV2A-x4494a,x4494a,C[C@@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1noc2ccccc12,,False,False,True,True,False,42.3604,91.3043,38.6769
A71EV2A-x4496a,x4496a,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccnn3C(F)(F)F)CC2)C1,,False,False,True,True,False,36.6024,95.6522,35.011
A71EV2A-x4509a,x4509a_x4570a,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cncc(F)c1,,False,False,True,True,False,44.7127,86.3636,38.6155
A71EV2A-x4510a,x4510a_x4571a,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F,4.4628,False,False,True,True,False,39.5849,92.3077,36.5399
A71EV2A-x4514a,x4514a_x4575a,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1,4.6189,False,False,True,True,False,40.1553,95.4545,38.3301
A71EV2A-x4516a,x4516a_x4541a_x4541b,NC(=O)[C@H]1CCCN(C(=O)C(F)(F)c2cnsc2Cl)C1,,False,False,True,True,False,42.8102,95.2381,40.7716
A71EV2A-x4519a,x4519a_x4519b_x4580a_x4580b,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,4.4242,False,False,True,True,False,47.985,92,44.1462
A71EV2A-x4519b,x4519a_x4519b_x4580a_x4580b,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,4.4242,False,False,True,True,False,38.419,95.8333,36.8182
A71EV2A-x4524a,x4524a_x4873a_x4873b,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl,4.6127,False,False,True,True,False,48.0704,81.8182,39.3303
A71EV2A-x4526a,x4526a,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cccs1,,False,False,True,True,False,41.1385,95,39.0815
A71EV2A-x4528a,x4528a_x4872a,NC(=O)[C@H]1CCCN(C(=O)CN2CCOc3ccc(Cl)cc32)C1,,False,False,True,True,False,43.3727,90.4762,39.242
A71EV2A-x4537a,x4537a,NC(=O)[C@H]1CCC(=O)N(Cc2csc3ccccc23)C1,,False,False,True,True,False,57.9686,75,43.4765
A71EV2A-x4538a,x4538a,NC(=O)[C@H]1CCCN(C(=O)C(F)(F)c2cccc(F)c2Br)C1,,False,False,True,True,False,55.4089,75,41.5567
A71EV2A-x4540a,x4540a,NC(=O)[C@H]1CCCN(C(=O)Cn2cc(Br)cc(Cl)c2=O)C1,3.7254,False,False,True,True,False,39.5456,92.3077,36.5037
A71EV2A-x4541a,x4516a_x4541a_x4541b,NC(=O)[C@H]1CCCN(C(=O)C(F)(F)c2cnsc2Cl)C1,,False,False,True,True,False,44.4023,91.3043,40.5412
A71EV2A-x4541b,x4516a_x4541a_x4541b,NC(=O)[C@H]1CCCN(C(=O)C(F)(F)c2cnsc2Cl)C1,,False,False,True,True,False,41.9037,95.6522,40.0818
A71EV2A-x4544a,x4544a,CS(=O)(=O)c1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,41.3217,92,38.016
A71EV2A-x4546a,x4490a_x4546a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3cc[nH]c23)C1,,False,False,True,True,False,45.4812,95.6522,43.5037
A71EV2A-x4547a,x4547a,Cn1nc(CN2C[C@H](C(N)=O)CCC2=O)c2ccccc21,5.1169,False,False,True,True,False,57.4126,76.9231,44.1635
A71EV2A-x4554a,x4554a,COc1cccc(SC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,5.1612,False,False,True,True,False,42.3639,90.9091,38.5127
A71EV2A-x4559a,x4559a_x4559b,Cc1ccc2c(ccn2CC(=O)N2CCC[C@H](C(N)=O)C2)c1,,False,False,True,True,False,48.0624,91.6667,44.0572
A71EV2A-x4559b,x4559a_x4559b,Cc1ccc2c(ccn2CC(=O)N2CCC[C@H](C(N)=O)C2)c1,,False,False,True,True,False,47.6975,91.3043,43.5499
A71EV2A-x4563a,x4563a,NC(=O)[C@H]1CCC(=O)N(c2ccccc2)C1,,False,False,True,True,False,40.5724,95.2381,38.6403
A71EV2A-x4570a,x4509a_x4570a,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cncc(F)c1,,False,False,True,True,False,40.6928,95.6522,38.9235
A71EV2A-x4571a,x4510a_x4571a,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F,4.4628,False,False,True,True,False,39.5704,91.6667,36.2729
A71EV2A-x4575a,x4514a_x4575a,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1,4.6189,False,False,True,True,False,39.5837,95,37.6045
A71EV2A-x4580a,x4519a_x4519b_x4580a_x4580b,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,4.4242,False,False,True,True,False,38.1521,92,35.1
A71EV2A-x4580b,x4519a_x4519b_x4580a_x4580b,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,4.4242,False,False,True,True,False,38.5037,95.6522,36.8296
A71EV2A-x4583a,x4583a_x4583b,CN1c2ccccc2C[C@@H]1C(=O)N1CCC[C@H](C(N)=O)C1,4.5989,False,False,True,True,False,49.6022,77.2727,38.329
A71EV2A-x4583b,x4583a_x4583b,CN1c2ccccc2C[C@@H]1C(=O)N1CCC[C@H](C(N)=O)C1,4.5989,False,False,True,True,False,49.9403,73.913,36.9124
A71EV2A-x4586a,x4586a,C[C@@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cccs1,,False,False,True,True,False,41.1802,95.2381,39.2192
A71EV2A-x4596a,x4596a_x4596b_x4596c,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3cc[nH]c3c2)C1,4.6117,False,False,True,True,False,47.1044,91.6667,43.1791
A71EV2A-x4596c,x4596a_x4596b_x4596c,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3cc[nH]c3c2)C1,4.6117,False,False,True,True,True,50.5372,20,10.1074
A71EV2A-x4596b,x4596a_x4596b_x4596c,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3cc[nH]c3c2)C1,4.6117,False,False,True,True,False,46.9769,95.4545,44.8416
A71EV2A-x4606a,x4606a_x4606b,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2SCc3cccnc32)C1,4.6038,False,False,True,True,False,45.5261,91.3043,41.5673
A71EV2A-x4606b,x4606a_x4606b,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2SCc3cccnc32)C1,4.6038,False,False,True,True,False,45.694,95.4545,43.617
A71EV2A-x4608a,x4608a,Cn1cc2c(n1)CCC[C@@H]2C(=O)N1CCC[C@H](C(N)=O)C1,3.7496,False,False,True,True,False,45.0774,95.8333,43.1992
A71EV2A-x4611a,x4611a_x4611b,NC(=O)[C@H]1CCC(=O)N(Cc2noc3ccccc23)C1,,False,False,True,True,False,46.3587,95.6522,44.3431
A71EV2A-x4611b,x4611a_x4611b,NC(=O)[C@H]1CCC(=O)N(Cc2noc3ccccc23)C1,,False,False,True,True,False,42.978,95.4545,41.0245
A71EV2A-x4644a,x4644a_x4644b,NC(=O)[C@H]1CCCN(C(=O)Cc2ccc(F)c(F)c2Br)C1,,False,False,True,True,False,41.6069,91.6667,38.1396
A71EV2A-x4644b,x4644a_x4644b,NC(=O)[C@H]1CCCN(C(=O)Cc2ccc(F)c(F)c2Br)C1,,False,False,True,True,False,41.4965,91.3043,37.8881
A71EV2A-x4650a,x4650a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2C(F)(F)F)C1,,False,False,True,True,False,40.3052,92,37.0808
A71EV2A-x4654a,x4654a,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2S(=O)(=O)CCC3)C1,4.6162,False,False,True,True,False,39.8434,92,36.6559
A71EV2A-x4656a,x4656a,NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2SC(F)F)C1,4.3251,False,False,True,True,False,40.9723,91.6667,37.5579
A71EV2A-x4661a,x4661a,COc1ccccc1[C@H](C)N1C[C@@H](C(N)=O)CCC1=O,5.566,False,False,True,True,False,44.9534,95.4545,42.9101
A71EV2A-x4669a,x4669a_x4669b,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Cl)OCCO3)C1,4.0372,False,False,True,True,False,39.1984,91.3043,35.7899
A71EV2A-x4669b,x4669a_x4669b,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Cl)OCCO3)C1,4.0372,False,False,True,True,False,38.7004,91.3043,35.3351
A71EV2A-x4670a,x4670a,CSc1cccc(Br)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.2396,False,False,True,True,False,45.0007,87.5,39.3756
A71EV2A-x4673a,x4673a_x4673b,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Br)OCO3)C1,,False,False,True,True,False,44.6834,91.3043,40.7979
A71EV2A-x4673b,x4673a_x4673b,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Br)OCO3)C1,,False,False,True,True,False,44.3782,91.3043,40.5192
A71EV2A-x4674a,x4674a_x4674b_x4674c,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1,4.5141,False,False,True,True,False,47.3249,91.6667,43.3811
A71EV2A-x4674b,x4674a_x4674b_x4674c,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1,4.5141,False,False,True,True,False,50.4164,95.8333,48.3157
A71EV2A-x4674c,x4674a_x4674b_x4674c,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1,4.5141,False,False,True,True,False,44.8289,91.3043,40.9308
A71EV2A-x4675a,x4675a,CS(=O)(=O)c1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.0182,False,False,True,True,False,43.1866,91.6667,39.5878
A71EV2A-x4684a,x4684a,CSc1ccccc1N(C)C(=O)N1CC[C@H](C(N)=O)C1,4.6402,False,False,True,True,False,47.8652,92.3077,44.1833
A71EV2A-x4689a,x4689a,CSc1cnccc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.4079,False,False,True,True,False,42.5717,92,39.166
A71EV2A-x4694a,x4694a,CSc1ccccc1CN1C[C@H](C(N)=O)CCC1=O,4.644,False,False,True,True,False,54.1159,95.4545,51.6561
A71EV2A-x4695a,x4695a,CSc1ccccc1CN1C[C@@H](C(N)=O)CCC1=O,,False,False,True,True,False,51.6973,95.6522,49.4496
A71EV2A-x4701a,x4701a,CSCC1(CC(=O)N2CCC[C@H](C(N)=O)C2)CC1,4.027,False,False,True,True,False,43.3811,92.3077,40.0441
A71EV2A-x4703a,x4703a,CSc1cn(C)nc1NC(=O)N1CCC[C@H](C(N)=O)C1,3.761,False,False,True,True,False,48.9641,91.3043,44.7064
A71EV2A-x4706a,x4706a,NC(=O)[C@H]1CCCN(C(=O)C2CCSCC2)C1,4.6038,False,False,True,True,False,42.6906,90.4762,38.6248
A71EV2A-x4707a,x4707a,NC(=O)[C@H]1CCCN(C(=O)CC2CSC2)C1,4.6073,False,False,True,True,False,45.3552,95,43.0875
A71EV2A-x4708a,x4708a,NC(=O)[C@H]1CCCN(C(=O)C2(O)CCSCC2)C1,4.3883,False,False,True,True,False,41.4522,86.3636,35.7996
A71EV2A-x4710a,x4710a,CSc1cccc(CN2C[C@H](C(N)=O)CCC2=O)c1,4.6109,False,False,True,True,False,40.1718,92,36.9581
A71EV2A-x4711a,x4711a,CSc1cccc(CN2C[C@@H](C(N)=O)CCC2=O)c1,,False,False,True,True,False,45.411,91.6667,41.6267
A71EV2A-x4712a,x4712a,CSc1ccccc1N(C)C(=O)N1CCC[C@H](C(N)=O)C1,4.602,False,False,True,True,False,43.5094,91.6667,39.8836
A71EV2A-x4715a,x4715a_x4715b,CSc1ccccc1CC(=O)N1CC(O)C1,,False,False,True,True,False,52.7014,73.0769,38.5125
A71EV2A-x4715b,x4715a_x4715b,CSc1ccccc1CC(=O)N1CC(O)C1,,False,False,True,True,False,47.1252,92.3077,43.5002
A71EV2A-x4721a,x4721a,CSc1ccccc1CC(=O)N1CCNC(=O)C1,4.0061,False,False,True,True,False,42.182,90,37.9638
A71EV2A-x4724a,x4724a,CSc1ccccc1CC(=O)N1CCC(F)(F)[C@H](C(N)=O)C1,4.921,False,False,True,True,False,41.7908,92.3077,38.5761
A71EV2A-x4727a,x4727a,CSc1c(NC(=O)N2CCC[C@H](C(N)=O)C2)c(C)nn1C,4.6073,False,False,True,True,False,44.6782,91.3043,40.7931
A71EV2A-x4735a,x4735a,CSc1ccccc1CC(=O)N1CCC[C@@H]1c1cnc[nH]1,4.8539,False,False,True,True,False,48.0647,85.7143,41.1983
A71EV2A-x4736a,x4736a,CSC[C@@H]1C[C@@H]1C(=O)N1CCC[C@H](C(N)=O)C1,4.8087,False,False,True,True,False,44.8612,95.4545,42.822
A71EV2A-x4739a,x4739a,CSc1ccccc1CC(=O)N1CC[C@@H]2[C@H](C1)[C@H]2C(N)=O,4.5582,False,False,True,True,False,42.7051,88.4615,37.7776
A71EV2A-x4742a,x4742a_x4742b,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCSc3ccccc32)C1,,False,False,True,True,False,48.9128,91.3043,44.6595
A71EV2A-x4742b,x4742a_x4742b,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCSc3ccccc32)C1,,False,False,True,True,False,45.5135,91.3043,41.5558
A71EV2A-x4745a,x4745a,CSc1ccccc1CC(=O)N1CCC[C@H](S(N)(=O)=O)C1,4.6038,False,False,True,True,False,42.1191,88.4615,37.2592
A71EV2A-x4746a,x4746a,CSc1ccccc1CC(=O)N1CCC[C@H](C(F)F)C1,3.8833,False,False,True,True,False,46.4683,88.4615,41.1066
A71EV2A-x4748a,x4748a,CSc1ccccc1CC(=O)N1CCO[C@H](C(N)=O)C1,,False,False,True,True,False,47.486,92.3077,43.8332
A71EV2A-x4751a,x4751a,CSc1ccccc1CC(=O)N1CCC[C@H](CF)C1,4.0152,False,False,True,True,False,45.3281,92,41.7018
A71EV2A-x4752a,x4752a,CSc1ccccc1CC(=O)N1CCc2nccc(O)c2C1,,False,False,True,True,False,38.1332,85,32.4132
A71EV2A-x4753a,x4753a,CSc1ccccc1CC(=O)N1CCC[C@](F)(C(N)=O)C1,3.8398,False,False,True,True,False,50.7629,92.5926,47.0026
A71EV2A-x4771a,x4771a,CSc1ccccc1CC(=O)N1CCc2nc[nH]c(=O)c2C1,,False,False,True,True,False,52.1259,83.3333,43.4383
A71EV2A-x4774a,x4774a,CSc1nccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.7812,False,False,True,True,False,44.0388,95.8333,42.2038
A71EV2A-x4777a,x4777a,COc1ccc(C(F)(F)F)cc1CC(=O)N1CCS[C@@H](C(N)=O)C1,,False,False,True,True,False,41.8347,88,36.8145
A71EV2A-x4778a,x4778a,COc1ccc(C(F)(F)F)cc1CC(=O)N1CCS[C@H](C(N)=O)C1,4.8285,False,False,True,True,False,40.4315,92.5926,37.4366
A71EV2A-x4784a,x4784a,NC(=O)[C@H]1CCCN(C(=O)C[C@@H]2CSCCS2)C1,4.618,False,False,False,False,False,42.0552,92,38.6908
A71EV2A-x4786a,x4786a,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCSC2)C1,,False,False,True,True,False,46.0307,86.3636,39.7538
A71EV2A-x4791a,x4791a,CSc1ccccc1CC(=O)N1CCC[C@H]2C(=O)NC[C@H]21,4.0352,False,False,True,True,False,42.991,90,38.6919
A71EV2A-x4794a,x4794a,CSc1ccccc1CC(=O)N1CCC[C@H](O)C1,4.0255,False,False,True,True,False,41.8473,92.3077,38.6283
A71EV2A-x4798a,x4798a,CSc1ccccc1CC(=O)N1CC[C@](O)(c2c[nH]nn2)C1,4.0174,False,False,False,False,False,43.5071,88.8889,38.673
A71EV2A-x4806a,x4806a_x4806b,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3ccccc32)C1,,False,False,True,True,False,42.971,91.6667,39.3901
A71EV2A-x4806b,x4806a_x4806b,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3ccccc32)C1,,False,False,True,True,False,43.7722,95.8333,41.9484
A71EV2A-x4809a,x4809a,CSc1ccccc1CC(=O)N1CCC[C@H](CCO)C1,3.7795,False,False,True,True,False,42.1166,89.2857,37.6041
A71EV2A-x4812a,x4812a,CSc1cncnc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.177,False,False,True,True,False,45.568,92,41.9226
A71EV2A-x4824a,x4824a_x4824b,CSc1ccccc1OC(=O)N1CCC[C@H](C(N)=O)C1,5.8268,False,False,True,True,False,47.7394,92,43.9203
A71EV2A-x4824b,x4824a_x4824b,CSc1ccccc1OC(=O)N1CCC[C@H](C(N)=O)C1,5.8268,False,False,True,True,False,47.3563,96,45.4621
A71EV2A-x4826a,x4826a_x4826b,CSc1ccncc1NC(=O)N1CCC[C@H](C(N)=O)C1,5.4525,False,False,True,True,False,49.0543,92.3077,45.2809
A71EV2A-x4826b,x4826a_x4826b,CSc1ccncc1NC(=O)N1CCC[C@H](C(N)=O)C1,5.4525,False,False,True,True,False,48.7465,95.8333,46.7154
A71EV2A-x4827a,x4827a_x4827b,CSc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.534,False,False,True,True,False,46.2293,92.3077,42.6732
A71EV2A-x4827b,x4827a_x4827b,CSc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.534,False,False,True,True,False,46.3333,96,44.4799
A71EV2A-x4829a,x4829a_x4829b_x4903a_x4903b,COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,5.2628,False,False,True,True,False,40.4983,92.3077,37.383
A71EV2A-x4829b,x4829a_x4829b_x4903a_x4903b,COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,5.2628,False,False,True,True,False,40.4274,92.3077,37.3176
A71EV2A-x4836a,x4836a,CC(=O)N1c2ccccc2C[C@@H]1C(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,44.2516,91.3043,40.4036
A71EV2A-x4838a,x3989a_x4838a,NC(=O)[C@H]1CCN(C(=O)Cc2cc(C(F)(F)F)ccc2Cl)C1,,False,False,True,True,False,44.4535,86.3636,38.3916
A71EV2A-x4839a,x4839a_x4980a,Cn1ncc2ccc(CN3C[C@@H](C(N)=O)CCC3=O)cc21,,False,False,True,True,False,47.0741,96.1538,45.2636
A71EV2A-x4840a,x4840a,NC(=O)c1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,3.6601,False,False,True,True,False,42.6672,92.3077,39.3851
A71EV2A-x4843a,x4843a,COc1ccc(C(F)(F)F)cc1N(C)C(=O)N1CCC[C@H](C(N)=O)C1,4.5611,False,False,True,True,False,39.5934,92,36.426
A71EV2A-x4845a,x4845a,COc1cc(Br)c(CC(=O)N2CCC[C@H](C(N)=O)C2)cc1OC,3.7202,False,False,True,True,False,39.7167,88,34.9507
A71EV2A-x4846a,x4846a,CSc1ccccc1C(=O)N1CCC[C@H](C(N)=O)C1,,False,False,True,True,False,50.101,91.6667,45.9259
A71EV2A-x4847a,x4847a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3[nH]ccc23)C1,,False,False,True,True,False,48.3238,95.4545,46.1272
A71EV2A-x4851a,x4851a,CSc1c(F)cccc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.32,False,False,True,True,False,48.3365,92.3077,44.6183
A71EV2A-x4855a,x4855a,CSc1ccccc1NC(=O)N1CC[C@H](C(N)=O)C1,,False,False,True,True,False,45.498,92.3077,41.9981
A71EV2A-x4856a,x4856a,CSc1ccc(Br)cc1CC(=O)N1CC[C@H](C(N)=O)C1,4.1666,False,False,True,True,False,45.9906,92.3077,42.4528
A71EV2A-x4872a,x4528a_x4872a,NC(=O)[C@H]1CCCN(C(=O)CN2CCOc3ccc(Cl)cc32)C1,,False,False,True,True,False,45.9711,90.9091,41.7919
A71EV2A-x4873a,x4524a_x4873a_x4873b,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl,4.6127,False,False,True,True,False,41.0705,90.9091,37.3368
A71EV2A-x4873b,x4524a_x4873a_x4873b,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl,4.6127,False,False,True,True,False,40.4159,91.3043,36.9014
A71EV2A-x4874a,x4874a_x4874b,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1ccn[nH]1,,False,False,True,True,False,43.3342,95.4545,41.3644
A71EV2A-x4874b,x4874a_x4874b,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1ccn[nH]1,,False,False,True,True,False,48.1899,90.9091,43.809
A71EV2A-x4877a,x4877a_x4877b,NC(=O)[C@H]1CCCN(C(=O)[C@H]2SCCc3sccc32)C1,,False,False,True,True,False,44.1923,95.4545,42.1836
A71EV2A-x4877b,x4877a_x4877b,NC(=O)[C@H]1CCCN(C(=O)[C@H]2SCCc3sccc32)C1,,False,False,True,True,False,48.9642,95.6522,46.8354
A71EV2A-x4880a,x4880a_x4880b,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3[nH]ccc3c2)C1,,False,False,True,True,False,45.5298,91.6667,41.7356
A71EV2A-x4880b,x4880a_x4880b,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3[nH]ccc3c2)C1,,False,False,True,True,False,50.9249,73.913,37.6401
A71EV2A-x4882a,x4882a_x4882b,NC(=O)[C@H]1CCCN(C(=O)Cc2cc(F)c(F)cc2Br)C1,,False,False,True,True,False,42.3258,91.3043,38.6453
A71EV2A-x4882b,x4882a_x4882b,NC(=O)[C@H]1CCCN(C(=O)Cc2cc(F)c(F)cc2Br)C1,,False,False,True,True,False,41.7081,91.3043,38.0813
