complex_name,official_compound_group_id,canonical_smiles,scaffold,experimental_pKD,split,split_method,seed
A71EV2A-x4856a,dfac67b2cbadc88e,CSc1ccc(Br)cc1CC(=O)N1CC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCC1,4.166573738364501,train,scaffold,123
A71EV2A-x4873a,b8aaa3e6ccec636d,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl,O=C(Nc1ccccc1)N1CCCCC1,4.612661045864782,train,scaffold,123
A71EV2A-x4873b,b8aaa3e6ccec636d,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl,O=C(Nc1ccccc1)N1CCCCC1,4.612661045864782,train,scaffold,123
A71EV2A-x4883a,800b95ba9bf69f73,CSc1ncccc1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccnc1)N1CCCCC1,4.2209855861319525,train,scaffold,123
A71EV2A-x4883b,800b95ba9bf69f73,CSc1ncccc1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccnc1)N1CCCCC1,4.2209855861319525,train,scaffold,123
A71EV2A-x4885a,19716290d11c040c,CSc1ccccc1CC(=O)N1C[C@@H](C)C[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.1315895194873935,test,scaffold,123
A71EV2A-x4885b,19716290d11c040c,CSc1ccccc1CC(=O)N1C[C@@H](C)C[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.1315895194873935,test,scaffold,123
A71EV2A-x4894a,0aa6a72efce0102f,CSc1ccccc1CC(=O)N1CCC[C@](O)(C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,3.955966436496336,test,scaffold,123
A71EV2A-x4895a,0e0230ad9c86d357,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1nc(F)ccc1Cl,O=C(Cc1ccccn1)N1CCCCC1,4.277445359017488,train,scaffold,123
A71EV2A-x4895b,0e0230ad9c86d357,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1nc(F)ccc1Cl,O=C(Cc1ccccn1)N1CCCCC1,4.277445359017488,train,scaffold,123
A71EV2A-x4899a,c825a7357ae669a8,COc1ncccc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1,O=S(=O)(Nc1cccnc1)N1CCCCC1,4.601213898998983,train,scaffold,123
A71EV2A-x4899b,c825a7357ae669a8,COc1ncccc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1,O=S(=O)(Nc1cccnc1)N1CCCCC1,4.601213898998983,train,scaffold,123
A71EV2A-x4903a,aec917c9f9a9d664,COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Oc1ccccc1)N1CCCCC1,5.262803072736122,train,scaffold,123
A71EV2A-x4903b,aec917c9f9a9d664,COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Oc1ccccc1)N1CCCCC1,5.262803072736122,train,scaffold,123
A71EV2A-x4914a,9bc2592d48e6302e,CSc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccn1)N1CCCCC1,5.097431091411007,train,scaffold,123
A71EV2A-x4918a,50cf69c217c3871a,CSc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccnc1)N1CCCCC1,5.072700933344527,train,scaffold,123
A71EV2A-x4922a,d0ab5da39772d03c,CSc1ccccc1N1C[C@@H](C(N)=O)CCC1=O,O=C1CCCCN1c1ccccc1,4.6020599913279625,train,scaffold,123
A71EV2A-x4924a,3537e03d082462b0,NC(=O)[C@H]1CCC(=O)N(Cc2cccc(F)c2)C1,O=C1CCCCN1Cc1ccccc1,4.255233465290414,train,scaffold,123
A71EV2A-x4963a,e9441c0d3b5fe468,COC[C@]12C[C@](C(N)=O)(CN1C(=O)Cc1ccccc1OC)C2,O=C(Cc1ccccc1)N1CC2CC1C2,4.028724151261895,train,scaffold,123
A71EV2A-x4963b,e9441c0d3b5fe468,COC[C@]12C[C@](C(N)=O)(CN1C(=O)Cc1ccccc1OC)C2,O=C(Cc1ccccc1)N1CC2CC1C2,4.028724151261895,train,scaffold,123
A71EV2A-x4974a,047b2ae0d6aa756c,Cn1ncc2ccc(CN3C[C@H](C(N)=O)CCC3=O)cc21,O=C1CCCCN1Cc1ccc2cn[nH]c2c1,4.026655009457717,train,scaffold,123
A71EV2A-x4977a,8042a51a0884d93f,CSc1ccc2ncccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccc2ncccc12)N1CCCCC1,6.128863936621021,validation,scaffold,123
A71EV2A-x4977b,8042a51a0884d93f,CSc1ccc2ncccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccc2ncccc12)N1CCCCC1,6.128863936621021,validation,scaffold,123
A71EV2A-x4979a,c996b3fc99f3ce75,NC(=O)[C@H]1CCCN(C(=O)Cc2ncncc2Cl)C1,O=C(Cc1ccncn1)N1CCCCC1,4.03673794170959,train,scaffold,123
A71EV2A-x4979b,c996b3fc99f3ce75,NC(=O)[C@H]1CCCN(C(=O)Cc2ncncc2Cl)C1,O=C(Cc1ccncn1)N1CCCCC1,4.03673794170959,train,scaffold,123
A71EV2A-x4986a,d9988f8e016399bc,CSc1ccc(N2CCCC2=O)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccc(N2CCCC2=O)c1)N1CCCCC1,5.0622764945153795,test,scaffold,123
A71EV2A-x4935a,3659c34713af8b4f,CSc1cscc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccsc1)N1CCCCC1,5.073475651835252,train,scaffold,123
A71EV2A-x4940a,0aa6a72efce0102f,CSc1ccccc1CC(=O)N1CCC[C@](O)(C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,3.955966436496336,test,scaffold,123
A71EV2A-x4943a,97bc504a55970e02,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCSc3ccccc32)C1,O=C([C@H]1CCSc2ccccc21)N1CCCCC1,4.826813731587726,train,scaffold,123
A71EV2A-x4943b,97bc504a55970e02,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCSc3ccccc32)C1,O=C([C@H]1CCSc2ccccc21)N1CCCCC1,4.826813731587726,train,scaffold,123
A71EV2A-x4954a,0295884419f1a8cb,CCc1ccsc1CN1C[C@@H](C(N)=O)CCC1=O,O=C1CCCCN1Cc1cccs1,4.668737062060432,train,scaffold,123
A71EV2A-x4992a,cfd8c015520363fe,Cn1cc(CC(=O)N2C[C@@H](C(N)=O)C[C@H]3C[C@H]32)cn1,O=C(Cc1cn[nH]c1)N1CCC[C@H]2C[C@H]21,4.608000737058194,train,scaffold,123
A71EV2A-x4994a,a8be6c42880b2cd5,Cn1nc(CC(=O)N2CC(C(N)=O)C2)c2ccccc21,O=C(Cc1n[nH]c2ccccc12)N1CCC1,4.610833915635467,train,scaffold,123
A71EV2A-x5015a,2d89aa283712e021,C=Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1,O=C(Cc1ccccn1)N1CCCCC1,5.099072631333438,train,scaffold,123
A71EV2A-x5015b,2d89aa283712e021,C=Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1,O=C(Cc1ccccn1)N1CCCCC1,5.099072631333438,train,scaffold,123
A71EV2A-x5022a,fee987451b94429a,CSc1nc2c(cc1NC(=O)N1CCC[C@H](C(N)=O)C1)CCCC2,O=C(Nc1cnc2c(c1)CCCC2)N1CCCCC1,4.217527375833714,validation,scaffold,123
A71EV2A-x5022b,fee987451b94429a,CSc1nc2c(cc1NC(=O)N1CCC[C@H](C(N)=O)C1)CCCC2,O=C(Nc1cnc2c(c1)CCCC2)N1CCCCC1,4.217527375833714,validation,scaffold,123
A71EV2A-x5036a,aed712055558441f,COc1cccc(CN2C[C@@H](C(N)=O)CCC2=O)c1,O=C1CCCCN1Cc1ccccc1,4.608183969818477,train,scaffold,123
A71EV2A-x5036b,aed712055558441f,COc1cccc(CN2C[C@@H](C(N)=O)CCC2=O)c1,O=C1CCCCN1Cc1ccccc1,4.608183969818477,train,scaffold,123
A71EV2A-x5039a,99fd61bd6784bc25,CSc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cncnc1)N1CCCCC1,5.186217598084144,train,scaffold,123
A71EV2A-x5039b,99fd61bd6784bc25,CSc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cncnc1)N1CCCCC1,5.186217598084144,train,scaffold,123
A71EV2A-x5052a,97f555f21f49ba3e,NC(=O)[C@@H]1CCC(=O)N([C@@H]2CCCc3ccccc32)C1,O=C1CCCCN1[C@@H]1CCCc2ccccc21,4.5934598195660445,train,scaffold,123
A71EV2A-x5079a,739b626a023977bb,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2Cl)C1,O=C(Cc1cccnc1)N1CCCCC1,3.43690985073048,train,scaffold,123
A71EV2A-x5079b,739b626a023977bb,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2Cl)C1,O=C(Cc1cccnc1)N1CCCCC1,3.43690985073048,train,scaffold,123
A71EV2A-x5081a,b782ef4d345c20e5,NC(=O)[C@H]1CCCN(C(=O)Cc2cncnc2Cl)C1,O=C(Cc1cncnc1)N1CCCCC1,4.037630664329979,train,scaffold,123
A71EV2A-x5081b,b782ef4d345c20e5,NC(=O)[C@H]1CCCN(C(=O)Cc2cncnc2Cl)C1,O=C(Cc1cncnc1)N1CCCCC1,4.037630664329979,train,scaffold,123
A71EV2A-x5082a,631e18642bc1e28d,N#Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1,O=C(Cc1ccccn1)N1CCCCC1,4.625197671079573,train,scaffold,123
A71EV2A-x5082b,631e18642bc1e28d,N#Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1,O=C(Cc1ccccn1)N1CCCCC1,4.625197671079573,train,scaffold,123
A71EV2A-x5090a,17bd239fc0f6136a,Cn1cc(NS(=O)(=O)N2CCC[C@H](C(N)=O)C2)cn1,O=S(=O)(Nc1cn[nH]c1)N1CCCCC1,5.738140147629213,train,scaffold,123
A71EV2A-x5106a,b8cdd87d33fa42ae,Cn1ccnc1[C@@H](c1ccccc1)N1C[C@@H](C(N)=O)CC1=O,O=C1CCCN1[C@H](c1ccccc1)c1ncc[nH]1,4.649751981665837,train,scaffold,123
A71EV2A-x5150a,17bd239fc0f6136a,Cn1cc(NS(=O)(=O)N2CCC[C@H](C(N)=O)C2)cn1,O=S(=O)(Nc1cn[nH]c1)N1CCCCC1,5.738140147629213,train,scaffold,123
A71EV2A-x5151a,78fe437df9cfc102,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2SCC3)C1,O=C(Cc1cccc2c1SCC2)N1CCCCC1,3.551812748385584,train,scaffold,123
A71EV2A-x5171a,2e9f03e59888a750,CSc1ccccc1CC(=O)N1C[C@H](C(N)=O)C[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.207231875935455,test,scaffold,123
A71EV2A-x5171b,2e9f03e59888a750,CSc1ccccc1CC(=O)N1C[C@H](C(N)=O)C[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.207231875935455,test,scaffold,123
A71EV2A-x5177a,508483ec56a3c249,CSc1ccccc1CC(=O)N1C[C@@H](C(N)=O)C[C@H]2C[C@H]21,O=C(Cc1ccccc1)N1CCC[C@H]2C[C@H]21,5.676463453677816,train,scaffold,123
A71EV2A-x5182a,6f3c2dc5cc765440,CSc1ccncc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1,O=S(=O)(Nc1cccnc1)N1CCCCC1,4.881756561812204,train,scaffold,123
A71EV2A-x5200a,9d043804fdb7475c,CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.494060495927921,test,scaffold,123
A71EV2A-x5203a,346aae162782bf2f,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1,O=C(Cc1ccccc1)N1CCCCCC1,4.084730020129478,train,scaffold,123
A71EV2A-x5203b,346aae162782bf2f,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1,O=C(Cc1ccccc1)N1CCCCCC1,4.084730020129478,train,scaffold,123
A71EV2A-x5210a,fc5c80ff684ca4a2,NC(=O)[C@H]1CCC(=O)N([C@H]2CCCc3ccccc32)C1,O=C1CCCCN1[C@H]1CCCc2ccccc21,4.631937259138866,train,scaffold,123
A71EV2A-x5210b,fc5c80ff684ca4a2,NC(=O)[C@H]1CCC(=O)N([C@H]2CCCc3ccccc32)C1,O=C1CCCCN1[C@H]1CCCc2ccccc21,4.631937259138866,train,scaffold,123
A71EV2A-x5212a,2d9e6df00cda9724,N#Cc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cncnc1)N1CCCCC1,4.424812155072339,train,scaffold,123
A71EV2A-x5213a,87615e3f986153fe,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1,O=C(Cc1ccncn1)N1CCCCC1,4.653647025549361,train,scaffold,123
A71EV2A-x5213b,87615e3f986153fe,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1,O=C(Cc1ccncn1)N1CCCCC1,4.653647025549361,train,scaffold,123
A71EV2A-x5221a,62195492c25bb8d4,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3ncsc23)C1,O=C(Cc1cccc2ncsc12)N1CCCCC1,3.9648133085158968,validation,scaffold,123
A71EV2A-x5226a,26148757a711e6f6,CNC(=O)c1oc2ccccc2c1CN1C[C@@H](C(N)=O)CCC1=O,O=C1CCCCN1Cc1coc2ccccc12,4.027340564735919,train,scaffold,123
A71EV2A-x5231a,f08e7dee0ceb4feb,CS[C@@H]1CCCC[C@H]1OC(=O)N1CCC[C@H](C(N)=O)C1,O=C(OC1CCCCC1)N1CCCCC1,3.5961527992975952,train,scaffold,123
A71EV2A-x5247a,0ea63e1a2e82f042,CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.370420577541523,test,scaffold,123
A71EV2A-x5247b,0ea63e1a2e82f042,CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.370420577541523,test,scaffold,123
A71EV2A-x5249a,5a0d46f82d8bcca3,CSc1cccc2c1N(C(=O)N1CCC[C@H](C(N)=O)C1)CCCO2,O=C(N1CCCCC1)N1CCCOc2ccccc21,3.9795272089559,train,scaffold,123
A71EV2A-x5261a,ed57039e80219e22,CSc1ccc2cnccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccc2cnccc12)N1CCCCC1,5.772572568212773,train,scaffold,123
A71EV2A-x5262a,b022bc1cdd4e325f,CSc1ccccc1CC(=O)N1C[C@H]2C[C@]1(CC(N)=O)C2,O=C(Cc1ccccc1)N1CC2CC1C2,4.051345937463026,train,scaffold,123
A71EV2A-x5262b,b022bc1cdd4e325f,CSc1ccccc1CC(=O)N1C[C@H]2C[C@]1(CC(N)=O)C2,O=C(Cc1ccccc1)N1CC2CC1C2,4.051345937463026,train,scaffold,123
A71EV2A-x5268a,19e7fe7a03297340,CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.006585256974127,test,scaffold,123
A71EV2A-x5276a,d1df58ffe874e334,CSc1ccc(C2CC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccc(C2CC2)c1)N1CCCCC1,5.5276774658141035,validation,scaffold,123
A71EV2A-x5277a,87228c124c19e9e0,NC(=O)[C@]12CN(C(=O)Cc3ccccc3Cl)C[C@H](C1)C2,O=C(Cc1ccccc1)N1CC2CC(C2)C1,4.0045909104114665,train,scaffold,123
A71EV2A-x5278a,6ec4d5005583242c,COc1ccc(Cl)cc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1,O=S(=O)(Nc1ccccc1)N1CCCCC1,3.989247537499024,train,scaffold,123
A71EV2A-x5283a,34abbfd71b58152a,CSc1ccc2scnc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccc2scnc12)N1CCCCC1,5.775683273773221,train,scaffold,123
A71EV2A-x5283b,34abbfd71b58152a,CSc1ccc2scnc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccc2scnc12)N1CCCCC1,5.775683273773221,train,scaffold,123
A71EV2A-x5288a,662cf78d34dad3ea,CCCSc1cccc(OC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,3.79526753551538,train,scaffold,123
A71EV2A-x5288b,662cf78d34dad3ea,CCCSc1cccc(OC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,3.79526753551538,train,scaffold,123
A71EV2A-x5289a,d3399b73768173e8,COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,5.313218576201494,train,scaffold,123
A71EV2A-x5289b,d3399b73768173e8,COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,5.313218576201494,train,scaffold,123
A71EV2A-x5317a,93988f6dd861d4e6,CNC(=O)[C@@H](c1cccc(C)c1)N1C[C@@H](C(N)=O)CC1=O,O=C1CCCN1Cc1ccccc1,4.5968794788241825,train,scaffold,123
A71EV2A-x5339a,3fa72ac9a9f9b6a0,CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.163175522827518,test,scaffold,123
A71EV2A-x5339b,3fa72ac9a9f9b6a0,CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.163175522827518,test,scaffold,123
A71EV2A-x5351a,1ebdf6d3bd16c475,NC(=O)[C@H]1CCCN(C(=O)OC2CCCCC2)C1,O=C(OC1CCCCC1)N1CCCCC1,4.042264201974706,train,scaffold,123
A71EV2A-x5359a,7c189aea850aef57,C=Cc1ccccc1CS(=O)(=O)N1CCC[C@H](C(N)=O)C1,O=S(=O)(Cc1ccccc1)N1CCCCC1,4.5951662833800615,train,scaffold,123
A71EV2A-x5366a,3fa72ac9a9f9b6a0,CSc1ccc(Br)cc1CC(=O)N1C[C@@H](C(N)=O)CC[C@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.163175522827518,test,scaffold,123
A71EV2A-x5366b,3fa72ac9a9f9b6a0,CSc1ccc(Br)cc1CC(=O)N1C[C@@H](C(N)=O)CC[C@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.163175522827518,test,scaffold,123
A71EV2A-x5383a,9420cbb4b331a8e7,CSc1ccccc1[C@@H](NC(C)=O)C(=O)N1CC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCC1,5.186061162833519,train,scaffold,123
A71EV2A-x5387a,1fc129a4d7626aff,CSc1ccccc1CC(=O)N1C[C@@H](O)C[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,3.66094239119996,test,scaffold,123
A71EV2A-x5387b,1fc129a4d7626aff,CSc1ccccc1CC(=O)N1C[C@@H](O)C[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,3.66094239119996,test,scaffold,123
A71EV2A-x5389a,d7345037da94d508,COc1cccc2c1N(C(=O)N1CCC[C@H](C(N)=O)C1)CCS2,O=C(N1CCCCC1)N1CCSc2ccccc21,4.29598340377612,train,scaffold,123
A71EV2A-x5398a,0e84819a9e1a93c0,COC[C@]1(C)C[C@H](C(N)=O)CN1C(=O)Cc1cc(Br)ccc1SC,O=C(Cc1ccccc1)N1CCCC1,5.510062512868513,train,scaffold,123
A71EV2A-x5403a,94ea28859025e9c3,CSc1ccc(SC(C)(C)C)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.1112214896446675,test,scaffold,123
A71EV2A-x5409a,989861e4e6276412,NC(=O)CC1CCN(C(=O)c2cccc(F)c2)CC1,O=C(c1ccccc1)N1CCCCC1,4.5977462809495115,train,scaffold,123
A71EV2A-x5409b,989861e4e6276412,NC(=O)CC1CCN(C(=O)c2cccc(F)c2)CC1,O=C(c1ccccc1)N1CCCCC1,4.5977462809495115,train,scaffold,123
A71EV2A-x5424a,78e771fa81718205,Cc1ccc(CC(=O)N2CCC[C@H](C(N)=O)C2)s1,O=C(Cc1cccs1)N1CCCCC1,4.633044431676764,train,scaffold,123
A71EV2A-x5424b,78e771fa81718205,Cc1ccc(CC(=O)N2CCC[C@H](C(N)=O)C2)s1,O=C(Cc1cccs1)N1CCCCC1,4.633044431676764,train,scaffold,123
A71EV2A-x5425a,c742772da9168ff2,NC(=O)[C@H]1CCCN(C(=O)Cc2ccsc2)C1,O=C(Cc1ccsc1)N1CCCCC1,4.589713631215067,train,scaffold,123
A71EV2A-x5425b,c742772da9168ff2,NC(=O)[C@H]1CCCN(C(=O)Cc2ccsc2)C1,O=C(Cc1ccsc1)N1CCCCC1,4.589713631215067,train,scaffold,123
A71EV2A-x5427a,f09b1aea1574f712,NC(=O)[C@H]1CCN(C(=O)Cc2c(Cl)cccc2Cl)C1,O=C(Cc1ccccc1)N1CCCC1,4.7544873321858505,train,scaffold,123
A71EV2A-x5431a,cc2745578fe4ded7,NC(=O)[C@H]1CCN(C(=O)[C@@H]2SCCc3sccc32)C1,O=C([C@@H]1SCCc2sccc21)N1CCCC1,4.430090742898188,validation,scaffold,123
A71EV2A-x5448a,6ed606513dfe7797,N#Cc1nccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1,O=C(Cc1ccncn1)N1CCCCC1,4.006352818021342,train,scaffold,123
A71EV2A-x5449a,c10f89c9c8e694bc,CSc1ccc(S(C)(=O)=O)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.609697925694327,test,scaffold,123
A71EV2A-x5449b,c10f89c9c8e694bc,CSc1ccc(S(C)(=O)=O)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,5.609697925694327,test,scaffold,123
A71EV2A-x5466a,b57cadabd7ee8683,C#Cc1ccc(C)c(OC(=O)N2CCC[C@H](C(N)=O)C2)c1,O=C(Oc1ccccc1)N1CCCCC1,3.8964015060220625,train,scaffold,123
A71EV2A-x5475a,ae024d23db76c83f,CSc1ccc2c(c1)[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CCO2,O=C([C@@H]1CCOc2ccccc21)N1CCCCC1,4.060454118763697,validation,scaffold,123
A71EV2A-x5475b,ae024d23db76c83f,CSc1ccc2c(c1)[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)CCO2,O=C([C@@H]1CCOc2ccccc21)N1CCCCC1,4.060454118763697,validation,scaffold,123
A71EV2A-x5479a,e2e11496cdfc9f39,Cc1ccc2cccnc2c1OC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Oc1cccc2cccnc12)N1CCCCC1,4.597502408486665,train,scaffold,123
A71EV2A-x5482a,ee5dc398b2f2c83e,Cc1cc2sccc2c(Cl)c1OC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Oc1ccc2sccc2c1)N1CCCCC1,4.215114698485657,train,scaffold,123
A71EV2A-x5488a,52d36b249680b581,COC[C@H]1CC[C@H](C(N)=O)CN1C(=O)Cc1ccccc1SC,O=C(Cc1ccccc1)N1CCCCC1,4.011460574435142,test,scaffold,123
A71EV2A-x5494a,4f008d1666112a0e,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)[C@@H]1C,O=C(Cc1ccccc1)N1CCCCC1,4.01122507362837,test,scaffold,123
A71EV2A-x5497a,37e8558a40f6c52b,CN(C)C(=O)[C@@H](c1ccccc1)N1C[C@@H](C(N)=O)CC1=O,O=C1CCCN1Cc1ccccc1,4.003097753980533,train,scaffold,123
A71EV2A-x5509a,942c6561c18d047f,CSc1ccc(-c2ccncc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccc(-c2ccncc2)c1)N1CCCCC1,5.983523026568097,train,scaffold,123
A71EV2A-x5512a,6a91272bd031bc86,CSc1ccc(C(=O)Nc2ccncc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccncc1)c1cccc(CC(=O)N2CCCCC2)c1,6.058292496038209,validation,scaffold,123
A71EV2A-x5512b,6a91272bd031bc86,CSc1ccc(C(=O)Nc2ccncc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccncc1)c1cccc(CC(=O)N2CCCCC2)c1,6.058292496038209,validation,scaffold,123
A71EV2A-x5525a,c9c952c6872a4fab,CSc1ccc(-c2cc[nH]n2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccc(-c2cc[nH]n2)c1)N1CCCCC1,5.955905430140241,train,scaffold,123
A71EV2A-x5525b,c9c952c6872a4fab,CSc1ccc(-c2cc[nH]n2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccc(-c2cc[nH]n2)c1)N1CCCCC1,5.955905430140241,train,scaffold,123
A71EV2A-x5526a,2b52e164324daab2,CSc1ccc(-c2ccccc2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccc(-c2ccccc2)c1)N1CCCCC1,5.7575850142068425,train,scaffold,123
A71EV2A-x5533a,bd03e55d6ae77cbf,CSc1ccc(OC2CC2)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccc(OC2CC2)c1)N1CCCCC1,4.674438823846753,validation,scaffold,123
A71EV2A-x5544a,441a54610cfa1d86,CSc1ncnc(-c2cn[nH]c2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cncnc1-c1cn[nH]c1)N1CCCCC1,5.579850424620521,test,scaffold,123
A71EV2A-x5550a,42f909bda419a654,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CC[C@H]2c2ccc(Cl)cc2)C1,O=C([C@H]1CC[C@H]1c1ccccc1)N1CCCCC1,4.000869458712629,train,scaffold,123
A71EV2A-x5556a,ca197730630f6413,C[C@@H](c1ccc(Cl)c(Br)c1)N1C[C@@H](C(N)=O)CCC1=O,O=C1CCCCN1Cc1ccccc1,4.041436116778033,train,scaffold,123
A71EV2A-x5559a,bd322f94fdead98f,N#Cc1ccc(Br)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Oc1ccccc1)N1CCCCC1,4.421371068072836,train,scaffold,123
A71EV2A-x5570a,33bafbf7366cbc59,NC(=O)[C@H]1CCN(C(=O)[C@@H]2CSc3ccccc32)C1,O=C([C@@H]1CSc2ccccc21)N1CCCC1,4.1290096443216555,train,scaffold,123
A71EV2A-x5572a,d82b7619981358fe,Cc1ccc2ccccc2c1N1C[C@@H](C(N)=O)CCC1=O,O=C1CCCCN1c1cccc2ccccc12,3.9425768354879955,train,scaffold,123
A71EV2A-x5581a,3b6ff0811acd28e5,CSc1ncnc(SC)c1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cncnc1)N1CCCCC1,5.699017277769941,train,scaffold,123
