complex_name,compound_group,official_compound_group_id,metadata_smiles,benchmark_smiles,canonical_smiles,scaffold,experimental_pKD,fragment_screen,pb_valid_ref,source_ligand_ref_sdf,source_ligand_ref_sdf_sha256,ligand_pdb,ligand_pdb_sha256,atom_count,heavy_atom_count,formal_charge,maximum_coordinate_difference_angstrom
A71EV2A-x5177a,x5177a,508483ec56a3c249,CSc1ccccc1CC(=O)N1C[C@@H](C(N)=O)C[C@H]2C[C@H]21,"CSc1ccccc1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21 |o1:13,18,20|",CSc1ccccc1CC(=O)N1C[C@@H](C(N)=O)C[C@H]2C[C@H]21,O=C(Cc1ccccc1)N1CCC[C@H]2C[C@H]21,5.676463453677816,False,True,structures/x5177a/A71EV2A-x5177a/A71EV2A-x5177a_ligand_ref.sdf,fe4d794df69ed17fe71185cac46cffe83398f65b02424ebf28264e3fa787051d,raw/A71EV2A-x5177a.pdb,0da3659e7afd15ec4e766552aba68e08a1524ae971502dd85f8f0c4fc56cd7bd,21,21,0,0.0
A71EV2A-x5182a,x5182a,6f3c2dc5cc765440,CSc1ccncc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1,CSc1ccncc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,CSc1ccncc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1,O=S(=O)(Nc1cccnc1)N1CCCCC1,4.881756561812204,False,True,structures/x5182a/A71EV2A-x5182a/A71EV2A-x5182a_ligand_ref.sdf,e8d90abfed2ac067d1d8ceddf660ebece4967032d9d0682986de0de01c326bc5,raw/A71EV2A-x5182a.pdb,12c010937d4894ebf3e1f55553d9e1c9b2269dea8bd4e44f75aca58ce0d80484,21,21,0,0.0
A71EV2A-x5200a,x5104a_x5200a_x5268a,9d043804fdb7475c,CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1,"CSc1ccccc1CC(=O)N1C[C@H](C)C[C@@H](C(N)=O)C1 |o1:13,16|",CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.494060495927921,False,True,structures/x5104a_x5200a_x5268a/A71EV2A-x5200a/A71EV2A-x5200a_ligand_ref.sdf,6383baa786a6f32c95f0de8ab5b6f1212ca23b363203309349dc1877b75181b4,raw/A71EV2A-x5200a.pdb,35e472368ed7e0262d78b56e773a36c13c22319d1ff95e6eee5be6f88c2f204b,21,21,0,0.0
A71EV2A-x5203a,x5203a_x5203b,346aae162782bf2f,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1 |&1:16|,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1,O=C(Cc1ccccc1)N1CCCCCC1,4.084730020129478,False,True,structures/x5203a_x5203b/A71EV2A-x5203a/A71EV2A-x5203a_ligand_ref.sdf,6e16777b804055911446ec0522e526b4dd079203440e504188c89f8c86dd9eb6,raw/A71EV2A-x5203a.pdb,e192f9cc37d2255d65947e15ac005477ccb931fa03e924eb5d6d2a5a87877994,22,22,0,0.0
A71EV2A-x5203b,x5203a_x5203b,346aae162782bf2f,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1 |&1:16|,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)CC1,O=C(Cc1ccccc1)N1CCCCCC1,4.084730020129478,False,True,structures/x5203a_x5203b/A71EV2A-x5203b/A71EV2A-x5203b_ligand_ref.sdf,80128c3c7099e98eddeabe7ff7b901833cee77eb64a35792ee4741f798ef7c50,raw/A71EV2A-x5203b.pdb,2b050d36bf26feb20dac9a20e83a0b3b6d9b56881d5f18a6c3d4a24c40574eee,22,22,0,0.0
A71EV2A-x5210a,x5210a_x5210b,fc5c80ff684ca4a2,NC(=O)[C@H]1CCC(=O)N([C@H]2CCCc3ccccc32)C1,NC(=O)[C@H]1CCC(=O)N([C@H]2CCCc3ccccc32)C1 |o1:3|,NC(=O)[C@H]1CCC(=O)N([C@H]2CCCc3ccccc32)C1,O=C1CCCCN1[C@H]1CCCc2ccccc21,4.631937259138866,False,True,structures/x5210a_x5210b/A71EV2A-x5210a/A71EV2A-x5210a_ligand_ref.sdf,92d1f8e7e9a9334505e97dd478b277ccac448003b49e6b825302244d763cffe3,raw/A71EV2A-x5210a.pdb,0b5a63eb1600c52ccce37989629b03ad80719ae8e3a67f0ea39e871a8ebddf19,20,20,0,0.0
A71EV2A-x5210b,x5210a_x5210b,fc5c80ff684ca4a2,NC(=O)[C@H]1CCC(=O)N([C@H]2CCCc3ccccc32)C1,NC(=O)[C@H]1CCC(=O)N([C@H]2CCCc3ccccc32)C1 |o1:3|,NC(=O)[C@H]1CCC(=O)N([C@H]2CCCc3ccccc32)C1,O=C1CCCCN1[C@H]1CCCc2ccccc21,4.631937259138866,False,True,structures/x5210a_x5210b/A71EV2A-x5210b/A71EV2A-x5210b_ligand_ref.sdf,877a83439b506513138ee2af83ff829ac84a64c0190d84ac5786bb0b67d353f5,raw/A71EV2A-x5210b.pdb,60b918acca8c1ac3fa92dac660eaaad5bfa0907a713aa215b16a621f6a042f7d,20,20,0,0.0
A71EV2A-x5212a,x5212a,2d9e6df00cda9724,N#Cc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1,N#Cc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:15|,N#Cc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cncnc1)N1CCCCC1,4.424812155072339,False,True,structures/x5212a/A71EV2A-x5212a/A71EV2A-x5212a_ligand_ref.sdf,85cf5e45ee045c336e9d58420bfd2dca59005b22285c7ead183ac75819bebc67,raw/A71EV2A-x5212a.pdb,6c0dd9ba43ae44305205f7be1e8e1ebc5bb988bac24568f7cccc0701532517e9,20,20,0,0.0
A71EV2A-x5213a,x5213a_x5213b,87615e3f986153fe,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1,O=C(Cc1ccncn1)N1CCCCC1,4.653647025549361,False,True,structures/x5213a_x5213b/A71EV2A-x5213a/A71EV2A-x5213a_ligand_ref.sdf,28cd1a57b903d704295852868aad8b6b43bc4e636e1932d819f9a1556d1de9a9,raw/A71EV2A-x5213a.pdb,ef17dfebeb0a9b42dbaa51f6ab22537613314dfe44fa2dc85b216f7bff2e4756,19,19,0,0.0
A71EV2A-x5213b,x5213a_x5213b,87615e3f986153fe,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1,O=C(Cc1ccncn1)N1CCCCC1,4.653647025549361,False,True,structures/x5213a_x5213b/A71EV2A-x5213b/A71EV2A-x5213b_ligand_ref.sdf,a39c6d166414fa06c7bac5c40415bf5d2a771b6a380ec7588d9f95d0f886e648,raw/A71EV2A-x5213b.pdb,2e28dcbc4972aae1cef92bd860004372cc7d810e4bb6621dacfd7c206eb943cb,19,19,0,0.0
A71EV2A-x5221a,x5221a,62195492c25bb8d4,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3ncsc23)C1,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3ncsc23)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3ncsc23)C1,O=C(Cc1cccc2ncsc12)N1CCCCC1,3.9648133085158968,False,True,structures/x5221a/A71EV2A-x5221a/A71EV2A-x5221a_ligand_ref.sdf,73ef7e7da03bdd632cc5d4ae5cfc2bb063e45d4dc03f343c742c86211cbd60a1,raw/A71EV2A-x5221a.pdb,9b0ec600641fa2889833b70479df7f849070c2e1e5c9998ee47de56c8ec20d48,21,21,0,0.0
A71EV2A-x5226a,x5226a,26148757a711e6f6,CNC(=O)c1oc2ccccc2c1CN1C[C@@H](C(N)=O)CCC1=O,CNC(=O)c1oc2ccccc2c1CN1C[C@H](C(N)=O)CCC1=O |&1:16|,CNC(=O)c1oc2ccccc2c1CN1C[C@@H](C(N)=O)CCC1=O,O=C1CCCCN1Cc1coc2ccccc12,4.027340564735919,False,True,structures/x5226a/A71EV2A-x5226a/A71EV2A-x5226a_ligand_ref.sdf,31731c47392e53476e7fff85eae2751a8d4409128d28a296a875349f6ffdeee3,raw/A71EV2A-x5226a.pdb,087ddf32f1c6d307c0e4edce0cd503bd67197a23883908c6391ce8d55eb3f80f,24,24,0,0.0
A71EV2A-x5231a,x5231a,f08e7dee0ceb4feb,CS[C@@H]1CCCC[C@H]1OC(=O)N1CCC[C@H](C(N)=O)C1,"CS[C@@H]1CCCC[C@H]1OC(=O)N1CCC[C@H](C(N)=O)C1 |o1:2,7|",CS[C@@H]1CCCC[C@H]1OC(=O)N1CCC[C@H](C(N)=O)C1,O=C(OC1CCCCC1)N1CCCCC1,3.5961527992975952,False,True,structures/x5231a/A71EV2A-x5231a/A71EV2A-x5231a_ligand_ref.sdf,e6edb83b59817c41d60c65fc3657fc00436a77950c72ed486a0c8063662efd2a,raw/A71EV2A-x5231a.pdb,51db285ab576f0cf5e10705bc4b32cd81f27980736d2ec07c17505a86fb2fd71,20,20,0,0.0
A71EV2A-x5247a,x5247a_x5247b,0ea63e1a2e82f042,CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C |o1:14,20|",CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.370420577541523,False,True,structures/x5247a_x5247b/A71EV2A-x5247a/A71EV2A-x5247a_ligand_ref.sdf,41c9c24b2f28f2e51acb49f88aab33f5a8b7e0f002a94286efb1b0d85b5cd358,raw/A71EV2A-x5247a.pdb,cae59ddf75f68901bd2a06e09077fe50d0917a2be15aeb56d799e8b66e4735ec,22,22,0,0.0
A71EV2A-x5247b,x5247a_x5247b,0ea63e1a2e82f042,CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C |o1:14,20|",CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.370420577541523,False,True,structures/x5247a_x5247b/A71EV2A-x5247b/A71EV2A-x5247b_ligand_ref.sdf,73d3b4350baa97bd2a96461155eb9ae49df20de71c28eb814887c688697c5121,raw/A71EV2A-x5247b.pdb,252a4484ecf2bbe88cf912d5a6c16f8f93532a528d91e5c62eecf0846a354fa1,22,22,0,0.0
A71EV2A-x5249a,x5249a,5a0d46f82d8bcca3,CSc1cccc2c1N(C(=O)N1CCC[C@H](C(N)=O)C1)CCCO2,CSc1cccc2c1N(C(=O)N1CCC[C@H](C(N)=O)C1)CCCO2 |a:15|,CSc1cccc2c1N(C(=O)N1CCC[C@H](C(N)=O)C1)CCCO2,O=C(N1CCCCC1)N1CCCOc2ccccc21,3.9795272089559,False,True,structures/x5249a/A71EV2A-x5249a/A71EV2A-x5249a_ligand_ref.sdf,895c08e2fb48433c70320fff13ebf8a74fbe00efb50cf1d874a5f7d6c325f867,raw/A71EV2A-x5249a.pdb,d2bddcb57cde195f5f775ba4bf36498f8b4f6a14fdf1d8eba145ac68d3584cf1,24,24,0,0.0
A71EV2A-x5261a,x5261a,ed57039e80219e22,CSc1ccc2cnccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,CSc1ccc2cnccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,CSc1ccc2cnccc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccc2cnccc12)N1CCCCC1,5.772572568212773,False,True,structures/x5261a/A71EV2A-x5261a/A71EV2A-x5261a_ligand_ref.sdf,48b21ef7f5b48caaffcf1f646ba4a8fdf4d56c4eac06489aba7423e3609b21cb,raw/A71EV2A-x5261a.pdb,5e37ba2cfc50283eef4705e22eb10b6d248136421a4db00bebe35fe063926c81,24,24,0,0.0
A71EV2A-x5262a,x5262a_x5262b,b022bc1cdd4e325f,CSc1ccccc1CC(=O)N1C[C@H]2C[C@]1(CC(N)=O)C2,CSc1ccccc1CC(=O)N1C[C@H]2C[C@@]1(CC(N)=O)C2 |&1:15|,CSc1ccccc1CC(=O)N1C[C@H]2C[C@]1(CC(N)=O)C2,O=C(Cc1ccccc1)N1CC2CC1C2,4.051345937463026,False,True,structures/x5262a_x5262b/A71EV2A-x5262a/A71EV2A-x5262a_ligand_ref.sdf,1df4056a86f51f074dcb0584d2e50a3c85f0498245ca7433dc2a95abdcc9c09e,raw/A71EV2A-x5262a.pdb,a285a2be96946b485203527cb9a76e0f6ec4f92330e5ecd94b430f0dbe1c28e1,21,21,0,0.0
A71EV2A-x5262b,x5262a_x5262b,b022bc1cdd4e325f,CSc1ccccc1CC(=O)N1C[C@H]2C[C@]1(CC(N)=O)C2,CSc1ccccc1CC(=O)N1C[C@H]2C[C@@]1(CC(N)=O)C2 |&1:15|,CSc1ccccc1CC(=O)N1C[C@H]2C[C@]1(CC(N)=O)C2,O=C(Cc1ccccc1)N1CC2CC1C2,4.051345937463026,False,True,structures/x5262a_x5262b/A71EV2A-x5262b/A71EV2A-x5262b_ligand_ref.sdf,0ad797d81b4b81dd3e54076315b28182c8476e45106caefb00c21686cca6325a,raw/A71EV2A-x5262b.pdb,8f075cf4227976309ae12fa92eaef5a3b2626921d4f1535847732ba041885a43,21,21,0,0.0
A71EV2A-x5268a,x5104a_x5200a_x5268a,19e7fe7a03297340,CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1,"CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1 |o1:13,16|",CSc1ccccc1CC(=O)N1C[C@H](C)C[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCCC1,4.006585256974127,False,True,structures/x5104a_x5200a_x5268a/A71EV2A-x5268a/A71EV2A-x5268a_ligand_ref.sdf,17b9adecf62faf5ce64d25fc2c126af74ac11172ddd520e8949ea078e3d7f59e,raw/A71EV2A-x5268a.pdb,f95d96f9cfec8ed7bdea74d6d7ee292f4677f367ed2fa0be2f75721caac97720,21,21,0,0.0
A71EV2A-x5276a,x5276a,d1df58ffe874e334,CSc1ccc(C2CC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,CSc1ccc(C2CC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1 |a:18|,CSc1ccc(C2CC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Cc1cccc(C2CC2)c1)N1CCCCC1,5.5276774658141035,False,True,structures/x5276a/A71EV2A-x5276a/A71EV2A-x5276a_ligand_ref.sdf,744ebe520c462b30345f82ff1a69a199ca40b0ebd2ae88387e4b1a62e4fb6a71,raw/A71EV2A-x5276a.pdb,b70b86e874f53642c1995bd8fd0b57c8063b3f194a85cff43a7dd8fdabed23fa,23,23,0,0.0
A71EV2A-x5277a,x5277a,87228c124c19e9e0,NC(=O)[C@]12CN(C(=O)Cc3ccccc3Cl)C[C@H](C1)C2,NC(=O)[C@]12CN(C(=O)Cc3ccccc3Cl)C[C@@H](C1)C2 |&1:3|,NC(=O)[C@]12CN(C(=O)Cc3ccccc3Cl)C[C@H](C1)C2,O=C(Cc1ccccc1)N1CC2CC(C2)C1,4.0045909104114665,False,True,structures/x5277a/A71EV2A-x5277a/A71EV2A-x5277a_ligand_ref.sdf,04d465b6fdc64583cc1fb283695ddeb201d6376401c515419331c917e86b7e01,raw/A71EV2A-x5277a.pdb,693ad2734273aee2ab41742e05cec2701abf42023ea44a548d0f170782eaac56,20,20,0,0.0
A71EV2A-x5278a,x5278a,6ec4d5005583242c,COc1ccc(Cl)cc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1,COc1ccc(Cl)cc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1 |a:17|,COc1ccc(Cl)cc1NS(=O)(=O)N1CCC[C@H](C(N)=O)C1,O=S(=O)(Nc1ccccc1)N1CCCCC1,3.989247537499024,False,True,structures/x5278a/A71EV2A-x5278a/A71EV2A-x5278a_ligand_ref.sdf,64b08fceff2a0f794d5988567622e2fc5891e7aabe5c8506508c622b4313285c,raw/A71EV2A-x5278a.pdb,0147b7d1e2c2aaabd0db6729c183aa8f231fe9df8058bd67d2b032a5bcef87ca,22,22,0,0.0
A71EV2A-x5283a,x5283a_x5283b,34abbfd71b58152a,CSc1ccc2scnc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,CSc1ccc2scnc2c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:18|,CSc1ccc2scnc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccc2scnc12)N1CCCCC1,5.775683273773221,False,True,structures/x5283a_x5283b/A71EV2A-x5283a/A71EV2A-x5283a_ligand_ref.sdf,a991db69b9d641bddb197fc28ccdf3db33ca68e616011cf3012ca0c0f49b83d7,raw/A71EV2A-x5283a.pdb,61a37e0de68d96515c310c06e9d26cf27f0ba1a0e90a8c05986eb368850cd866,23,23,0,0.0
A71EV2A-x5283b,x5283a_x5283b,34abbfd71b58152a,CSc1ccc2scnc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,CSc1ccc2scnc2c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:18|,CSc1ccc2scnc2c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1cccc2scnc12)N1CCCCC1,5.775683273773221,False,True,structures/x5283a_x5283b/A71EV2A-x5283b/A71EV2A-x5283b_ligand_ref.sdf,6063cb1c4d9c4469067141a1e02fa92abc761e0c53e5f1e3ef3a735a67ef3ced,raw/A71EV2A-x5283b.pdb,a69257b6ccb34c5f5776ac76f69e0ca8e299a347dbd55e06a6a4c03cba4d9916,23,23,0,0.0
A71EV2A-x5288a,x5288a_x5288b,662cf78d34dad3ea,CCCSc1cccc(OC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,CCCSc1cccc(OC)c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,CCCSc1cccc(OC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,3.79526753551538,False,True,structures/x5288a_x5288b/A71EV2A-x5288a/A71EV2A-x5288a_ligand_ref.sdf,9150a3d456e7288961a9652f87a44358a40767381a9929f27874070a08bcedfa,raw/A71EV2A-x5288a.pdb,fbbc7e18bcb7ce39c7ceda643c16b2c45a704ce763773e79ca85d1ee2d00e417,24,24,0,0.0
A71EV2A-x5288b,x5288a_x5288b,662cf78d34dad3ea,CCCSc1cccc(OC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,CCCSc1cccc(OC)c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,CCCSc1cccc(OC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,3.79526753551538,False,True,structures/x5288a_x5288b/A71EV2A-x5288b/A71EV2A-x5288b_ligand_ref.sdf,c9e83f74109496d45664d17a783e24d271c00ed47a3749e292523f81fc3dc27d,raw/A71EV2A-x5288b.pdb,86e023d954955ec54f3ff6661c17947cae3687a1d0f97a75f9e004ab0b41583f,24,24,0,0.0
A71EV2A-x5289a,x5289a_x5289b,d3399b73768173e8,COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1,COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,5.313218576201494,False,True,structures/x5289a_x5289b/A71EV2A-x5289a/A71EV2A-x5289a_ligand_ref.sdf,445c2b7bac87a6bd6e7b81514f06c5829fc115a7b69cb758b4048dce3dbe50bb,raw/A71EV2A-x5289a.pdb,043b15507f4c23771c8bcfd550539e861bd7d33944b3598c54a52cc2c35d871e,24,24,0,0.0
A71EV2A-x5289b,x5289a_x5289b,d3399b73768173e8,COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1,COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1 |a:19|,COc1cccc(SC(C)C)c1NC(=O)N1CCC[C@H](C(N)=O)C1,O=C(Nc1ccccc1)N1CCCCC1,5.313218576201494,False,True,structures/x5289a_x5289b/A71EV2A-x5289b/A71EV2A-x5289b_ligand_ref.sdf,33d892480a1b1b563bfe1467614fea90be01dbda1a8fca3e7d1c2febb1da3f49,raw/A71EV2A-x5289b.pdb,d270557ac71620df8ca7b3f46c4f9c7bd2ed1ba58348cf39d94ba4268b9ad876,24,24,0,0.0
A71EV2A-x5317a,x5317a,93988f6dd861d4e6,CNC(=O)[C@@H](c1cccc(C)c1)N1C[C@@H](C(N)=O)CC1=O,"CNC(=O)[C@@H](c1cccc(C)c1)N1C[C@H](C(N)=O)CC1=O |&1:4,14|",CNC(=O)[C@@H](c1cccc(C)c1)N1C[C@@H](C(N)=O)CC1=O,O=C1CCCN1Cc1ccccc1,4.5968794788241825,False,True,structures/x5317a/A71EV2A-x5317a/A71EV2A-x5317a_ligand_ref.sdf,8a0d08b2c413af907ded461a280bf5661e03d5ab9c589abe3ce81cfd82f724fb,raw/A71EV2A-x5317a.pdb,b9631943a5e2f7bb0d9ea534d8c41a3abba85717f7aaae35d3e8205b88bc9bc3,21,21,0,0.0
A71EV2A-x5339a,x5339a_x5339b,3fa72ac9a9f9b6a0,CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C |o1:14,20|",CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.163175522827518,False,True,structures/x5339a_x5339b/A71EV2A-x5339a/A71EV2A-x5339a_ligand_ref.sdf,8b37a03946acb8edbe8d1e3c200159008593645adc35cd05e36a1ffe37982d6f,raw/A71EV2A-x5339a.pdb,102e7aa562f99b99640f4ce75c510d9a40581ad96a2bac115b10d39eeb786593,22,22,0,0.0
A71EV2A-x5339b,x5339a_x5339b,3fa72ac9a9f9b6a0,CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C |o1:14,20|",CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.163175522827518,False,True,structures/x5339a_x5339b/A71EV2A-x5339b/A71EV2A-x5339b_ligand_ref.sdf,04d7e7e8ec9e4bf949329ee7390aaaf0bea598159856e2bfd47f9dcfb36cda3b,raw/A71EV2A-x5339b.pdb,6e2cb0dc89775ccef31dcf58d72816f2ba855cf4d501cf5efa368e73da6db66d,22,22,0,0.0
A71EV2A-x5351a,x5351a,1ebdf6d3bd16c475,NC(=O)[C@H]1CCCN(C(=O)OC2CCCCC2)C1,NC(=O)[C@H]1CCCN(C(=O)OC2CCCCC2)C1 |a:3|,NC(=O)[C@H]1CCCN(C(=O)OC2CCCCC2)C1,O=C(OC1CCCCC1)N1CCCCC1,4.042264201974706,False,True,structures/x5351a/A71EV2A-x5351a/A71EV2A-x5351a_ligand_ref.sdf,33a1c59203d038d16e031a197604365481e78be0c85458c845d277a742106663,raw/A71EV2A-x5351a.pdb,8177699a16794172a60ddc5680dd7b27f6bc7339666c56515e3273c1bf29bc60,18,18,0,0.0
A71EV2A-x5359a,x5359a_x5359b,7c189aea850aef57,C=Cc1ccccc1CS(=O)(=O)N1CCC[C@H](C(N)=O)C1,C=Cc1ccccc1CS(=O)(=O)N1CCC[C@H](C(N)=O)C1 |a:16|,C=Cc1ccccc1CS(=O)(=O)N1CCC[C@H](C(N)=O)C1,O=S(=O)(Cc1ccccc1)N1CCCCC1,4.5951662833800615,False,True,structures/x5359a_x5359b/A71EV2A-x5359a/A71EV2A-x5359a_ligand_ref.sdf,151e1898c0ca067a2dec7c0ccad418f44dcd81d286a535fbedbdac03f7e8e304,raw/A71EV2A-x5359a.pdb,4d7c9bd6fc52d12154d6031bf8a75f0807629284923b01142b550e032a6745b1,21,21,0,0.0
A71EV2A-x5366a,x5366a_x5366b,3fa72ac9a9f9b6a0,CSc1ccc(Br)cc1CC(=O)N1C[C@@H](C(N)=O)CC[C@H]1C,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C |o1:14,20|",CSc1ccc(Br)cc1CC(=O)N1C[C@@H](C(N)=O)CC[C@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.163175522827518,False,True,structures/x5366a_x5366b/A71EV2A-x5366a/A71EV2A-x5366a_ligand_ref.sdf,c7728b6d31bd56f4d3e338a91de1cb3e63e9afa1d3365ff3a907935feff98567,raw/A71EV2A-x5366a.pdb,8dae2050eb49823b4f629e54fe24ada3ac9639b1b3e1403fe7cbf461b0a129fd,22,22,0,0.0
A71EV2A-x5366b,x5366a_x5366b,3fa72ac9a9f9b6a0,CSc1ccc(Br)cc1CC(=O)N1C[C@@H](C(N)=O)CC[C@H]1C,"CSc1ccc(Br)cc1CC(=O)N1C[C@H](C(N)=O)CC[C@H]1C |o1:14,20|",CSc1ccc(Br)cc1CC(=O)N1C[C@@H](C(N)=O)CC[C@H]1C,O=C(Cc1ccccc1)N1CCCCC1,5.163175522827518,False,True,structures/x5366a_x5366b/A71EV2A-x5366b/A71EV2A-x5366b_ligand_ref.sdf,092cbd437514ec0509ac86e57c907366f8b4c59939f3ee9c478645bc1ba5b1a4,raw/A71EV2A-x5366b.pdb,d52a742dfdb397da47a1976aed9466a52f7d123a025a4b111d218990cf349db4,22,22,0,0.0
A71EV2A-x5383a,x5383a,9420cbb4b331a8e7,CSc1ccccc1[C@@H](NC(C)=O)C(=O)N1CC[C@H](C(N)=O)C1,CSc1ccccc1[C@H](NC(C)=O)C(=O)N1CC[C@H](C(N)=O)C1 |&1:8|,CSc1ccccc1[C@@H](NC(C)=O)C(=O)N1CC[C@H](C(N)=O)C1,O=C(Cc1ccccc1)N1CCCC1,5.186061162833519,False,True,structures/x5383a/A71EV2A-x5383a/A71EV2A-x5383a_ligand_ref.sdf,cd36ac025444363921ba13cec8a11b22e0983c28964d78de1e138efe23b02b55,raw/A71EV2A-x5383a.pdb,3fc9449ba84f3ab7ec5bbba0fcb8f7d4d0b9cdd6d560ab217e38b412b72a90b9,23,23,0,0.0
